MOD,DATE_EFF,TYPECOM_AV,COM_AV,TNCC_AV,NCC_AV,NCCENR_AV,LIBELLE_AV,TYPECOM_AP,COM_AP,TNCC_AP,NCC_AP,NCCENR_AP,LIBELLE_AP,indic_oe,indic_oe₂
35,2021-05-07,COMD,27250,0,FONTAINE HEUDEBOURG,Fontaine-Heudebourg,Fontaine-Heudebourg,COM,27191,0,CLEF VALLEE D EURE,Clef Vallée d'Eure,Clef Vallée d'Eure,#N/D,#N/D
35,2021-03-15,COMD,25587,0,VAUCHAMPS,Vauchamps,Vauchamps,COM,25078,0,BOUCLANS,Bouclans,Bouclans,#N/D,#N/D
35,2021-03-01,COMD,14075,0,BISSIERES,Bissières,Bissières,COM,14410,0,MERY BISSIERES EN AUGE,Méry-Bissières-en-Auge,Méry-Bissières-en-Auge,#N/D,#N/D
35,2021-03-01,COMD,14410,0,MERY CORBON,Méry-Corbon,Méry-Corbon,COM,14410,0,MERY BISSIERES EN AUGE,Méry-Bissières-en-Auge,Méry-Bissières-en-Auge,#N/D,#N/D
35,2021-02-01,COMD,23109,0,LINARD,Linard,Linard,COM,23109,0,LINARD MALVAL,Linard-Malval,Linard-Malval,#N/D,#N/D
35,2021-02-01,COMD,23121,0,MALVAL,Malval,Malval,COM,23109,0,LINARD MALVAL,Linard-Malval,Linard-Malval,#N/D,#N/D
35,2021-01-23,COMD,27541,0,SAINT GEORGES DU MESNIL,Saint-Georges-du-Mesnil,Saint-Georges-du-Mesnil,COM,27541,2,MESNIL SAINT JEAN,Mesnil-Saint-Jean,Le Mesnil-Saint-Jean,#N/D,#N/D
35,2021-01-23,COMD,27551,0,SAINT JEAN DE LA LEQUERAYE,Saint-Jean-de-la-Léqueraye,Saint-Jean-de-la-Léqueraye,COM,27541,2,MESNIL SAINT JEAN,Mesnil-Saint-Jean,Le Mesnil-Saint-Jean,#N/D,#N/D
35,2021-01-01,COMD,14292,0,FRIARDEL,Friardel,Friardel,COM,14740,3,VESPIERE FRIARDEL,Vespière-Friardel,La Vespière-Friardel,#N/D,#N/D
35,2021-01-01,COMD,14740,3,VESPIERE,Vespière,La Vespière,COM,14740,3,VESPIERE FRIARDEL,Vespière-Friardel,La Vespière-Friardel,#N/D,#N/D
32,2021-01-01,COM,16233,0,MOSNAC,Mosnac,Mosnac,COMD,16233,0,MOSNAC,Mosnac,Mosnac,#N/D,#N/D
32,2021-01-01,COM,16233,0,MOSNAC,Mosnac,Mosnac,COM,16233,0,MOSNAC SAINT SIMEUX,Mosnac-Saint-Simeux,Mosnac-Saint-Simeux,#N/D,#N/D
32,2021-01-01,COM,16351,0,SAINT SIMEUX,Saint-Simeux,Saint-Simeux,COM,16233,0,MOSNAC SAINT SIMEUX,Mosnac-Saint-Simeux,Mosnac-Saint-Simeux,#N/D,#N/D
32,2021-01-01,COM,16351,0,SAINT SIMEUX,Saint-Simeux,Saint-Simeux,COMD,16351,0,SAINT SIMEUX,Saint-Simeux,Saint-Simeux,#N/D,#N/D
35,2021-01-01,COMD,27058,0,BERNIERES SUR SEINE,Bernières-sur-Seine,Bernières-sur-Seine,COM,27676,4,TROIS LACS,Trois Lacs,Les Trois Lacs,#N/D,#N/D
35,2021-01-01,COMD,27089,0,BOSC RENOULT EN ROUMOIS,Bosc-Renoult-en-Roumois,Bosc-Renoult-en-Roumois,COM,27089,0,THENOUVILLE,Thénouville,Thénouville,#N/D,#N/D
35,2021-01-01,COMD,27626,0,THEILLEMENT,Theillement,Theillement,COM,27089,0,THENOUVILLE,Thénouville,Thénouville,#N/D,#N/D
35,2021-01-01,COMD,27647,0,TOSNY,Tosny,Tosny,COM,27676,4,TROIS LACS,Trois Lacs,Les Trois Lacs,#N/D,#N/D
35,2021-01-01,COMD,27657,0,TOUVILLE,Touville,Touville,COM,27089,0,THENOUVILLE,Thénouville,Thénouville,#N/D,#N/D
50,2021-01-01,COM,27676,4,TROIS LACS,Trois Lacs,Les Trois Lacs,COM,27058,4,TROIS LACS,Trois Lacs,Les Trois Lacs,#N/D,#N/D
35,2021-01-01,COMD,27676,0,VENABLES,Venables,Venables,COM,27676,4,TROIS LACS,Trois Lacs,Les Trois Lacs,#N/D,#N/D
35,2021-01-01,COMD,33055,0,BLAIGNAN,Blaignan,Blaignan,COM,33055,0,BLAIGNAN PRIGNAC,Blaignan-Prignac,Blaignan-Prignac,#N/D,#N/D
35,2021-01-01,COMD,39043,0,BEAUFORT,Beaufort,Beaufort,COM,39043,0,BEAUFORT ORBAGNA,Beaufort-Orbagna,Beaufort-Orbagna,#N/D,#N/D
35,2021-01-01,COMD,39395,1,ORBAGNA,Orbagna,Orbagna,COM,39043,0,BEAUFORT ORBAGNA,Beaufort-Orbagna,Beaufort-Orbagna,#N/D,#N/D
34,2021-01-01,COMA,50526,0,SAINT MICHEL DES LOUPS,Saint-Michel-des-Loups,Saint-Michel-des-Loups,COM,50066,0,JULLOUVILLE,Jullouville,Jullouville,#N/D,#N/D
32,2021-01-01,COM,53239,0,SAINT MARTIN DE CONNEE,Saint-Martin-de-Connée,Saint-Martin-de-Connée,COMD,53239,0,SAINT MARTIN DE CONNEE,Saint-Martin-de-Connée,Saint-Martin-de-Connée,#N/D,#N/D
32,2021-01-01,COM,53239,0,SAINT MARTIN DE CONNEE,Saint-Martin-de-Connée,Saint-Martin-de-Connée,COM,53249,0,VIMARTIN SUR ORTHE,Vimartin-sur-Orthe,Vimartin-sur-Orthe,#N/D,#N/D
32,2021-01-01,COM,53249,0,SAINT PIERRE SUR ORTHE,Saint-Pierre-sur-Orthe,Saint-Pierre-sur-Orthe,COM,53249,0,VIMARTIN SUR ORTHE,Vimartin-sur-Orthe,Vimartin-sur-Orthe,#N/D,#N/D
32,2021-01-01,COM,53249,0,SAINT PIERRE SUR ORTHE,Saint-Pierre-sur-Orthe,Saint-Pierre-sur-Orthe,COMD,53249,0,SAINT PIERRE SUR ORTHE,Saint-Pierre-sur-Orthe,Saint-Pierre-sur-Orthe,#N/D,#N/D
32,2021-01-01,COM,53274,0,VIMARCE,Vimarcé,Vimarcé,COM,53249,0,VIMARTIN SUR ORTHE,Vimartin-sur-Orthe,Vimartin-sur-Orthe,#N/D,#N/D
32,2021-01-01,COM,53274,0,VIMARCE,Vimarcé,Vimarcé,COMD,53274,0,VIMARCE,Vimarcé,Vimarcé,#N/D,#N/D
35,2021-01-01,COMD,56016,0,BIEUZY,Bieuzy,Bieuzy,COM,56173,0,PLUMELIAU BIEUZY,Pluméliau-Bieuzy,Pluméliau-Bieuzy,#N/D,#N/D
35,2021-01-01,COMD,68108,0,GRENTZINGEN,Grentzingen,Grentzingen,COM,68240,1,ILLTAL,Illtal,Illtal,#N/D,#N/D
35,2021-01-01,COMD,68133,0,HENFLINGEN,Henflingen,Henflingen,COM,68240,1,ILLTAL,Illtal,Illtal,#N/D,#N/D
35,2021-01-01,COMD,68240,1,OBERDORF,Oberdorf,Oberdorf,COM,68240,1,ILLTAL,Illtal,Illtal,#N/D,#N/D
35,2021-01-01,COMD,73198,3,PERRIERE,Perrière,La Perrière,COM,73227,0,COURCHEVEL,Courchevel,Courchevel,#N/D,#N/D
35,2021-01-01,COMD,73227,0,SAINT BON TARENTAISE,Saint-Bon-Tarentaise,Saint-Bon-Tarentaise,COM,73227,0,COURCHEVEL,Courchevel,Courchevel,#N/D,#N/D
35,2021-01-01,COMD,81062,0,CASTELNAU DE BRASSAC,Castelnau-de-Brassac,Castelnau-de-Brassac,COM,81062,0,FONTRIEU,Fontrieu,Fontrieu,#N/D,#N/D
35,2021-01-01,COMD,81091,0,FERRIERES,Ferrières,Ferrières,COM,81062,0,FONTRIEU,Fontrieu,Fontrieu,#N/D,#N/D
35,2021-01-01,COMD,81153,2,MARGNES,Margnès,Le Margnès,COM,81062,0,FONTRIEU,Fontrieu,Fontrieu,#N/D,#N/D
34,2020-12-31,COMA,14463,0,NEUILLY LE MALHERBE,Neuilly-le-Malherbe,Neuilly-le-Malherbe,COM,14721,0,VACOGNES NEUILLY,Vacognes-Neuilly,Vacognes-Neuilly,#N/D,#N/D
35,2020-12-31,COMD,27032,1,AVRILLY,Avrilly,Avrilly,COM,27032,0,CHAMBOIS,Chambois,Chambois,#N/D,#N/D
35,2020-12-31,COMD,27172,0,CORNEUIL,Corneuil,Corneuil,COM,27032,0,CHAMBOIS,Chambois,Chambois,#N/D,#N/D
35,2020-12-31,COMD,27634,0,THOMER LA SOGNE,Thomer-la-Sôgne,Thomer-la-Sôgne,COM,27032,0,CHAMBOIS,Chambois,Chambois,#N/D,#N/D
35,2020-12-14,COMD,27467,0,PONT AUDEMER,Pont-Audemer,Pont-Audemer,COM,27467,0,PONT AUDEMER,Pont-Audemer,Pont-Audemer,#N/D,#N/D
35,2020-12-14,COMD,27549,0,SAINT GERMAIN VILLAGE,Saint-Germain-Village,Saint-Germain-Village,COM,27467,0,PONT AUDEMER,Pont-Audemer,Pont-Audemer,#N/D,#N/D
35,2020-12-09,COMD,27150,3,CHAPELLE REANVILLE,Chapelle-Réanville,La Chapelle-Réanville,COM,27554,3,CHAPELLE LONGUEVILLE,Chapelle-Longueville,La Chapelle-Longueville,#N/D,#N/D
35,2020-12-09,COMD,27554,0,SAINT JUST,Saint-Just,Saint-Just,COM,27554,3,CHAPELLE LONGUEVILLE,Chapelle-Longueville,La Chapelle-Longueville,#N/D,#N/D
35,2020-12-09,COMD,27588,0,SAINT PIERRE D AUTILS,Saint-Pierre-d'Autils,Saint-Pierre-d'Autils,COM,27554,3,CHAPELLE LONGUEVILLE,Chapelle-Longueville,La Chapelle-Longueville,#N/D,#N/D
35,2020-11-13,COMD,27685,3,VIEILLE LYRE,Vieille-Lyre,La Vieille-Lyre,COM,27685,3,VIEILLE LYRE,Vieille-Lyre,La Vieille-Lyre,#N/D,#N/D
35,2020-11-05,COMD,16004,1,AIGNES ET PUYPEROUX,Aignes-et-Puypéroux,Aignes-et-Puypéroux,COM,16230,0,MONTMOREAU,Montmoreau,Montmoreau,#N/D,#N/D
35,2020-11-05,COMD,16230,0,MONTMOREAU SAINT CYBARD,Montmoreau-Saint-Cybard,Montmoreau-Saint-Cybard,COM,16230,0,MONTMOREAU,Montmoreau,Montmoreau,#N/D,#N/D
35,2020-11-05,COMD,16294,0,SAINT AMANT DE MONTMOREAU,Saint-Amant-de-Montmoreau,Saint-Amant-de-Montmoreau,COM,16230,0,MONTMOREAU,Montmoreau,Montmoreau,#N/D,#N/D
35,2020-11-05,COMD,16314,0,SAINT EUTROPE,Saint-Eutrope,Saint-Eutrope,COM,16230,0,MONTMOREAU,Montmoreau,Montmoreau,#N/D,#N/D
35,2020-11-05,COMD,16328,0,SAINT LAURENT DE BELZAGOT,Saint-Laurent-de-Belzagot,Saint-Laurent-de-Belzagot,COM,16230,0,MONTMOREAU,Montmoreau,Montmoreau,#N/D,#N/D
35,2020-10-27,COMD,90068,0,MEROUX,Meroux,Meroux,COM,90068,0,MEROUX MOVAL,Meroux-Moval,Meroux-Moval,#N/D,#N/D
35,2020-10-27,COMD,90073,0,MOVAL,Moval,Moval,COM,90068,0,MEROUX MOVAL,Meroux-Moval,Meroux-Moval,#N/D,#N/D
34,2020-10-22,COMA,57420,0,LOUTREMANGE,Loutremange,Loutremange,COM,57150,0,CONDE NORTHEN,Condé-Northen,Condé-Northen,#N/D,#N/D
35,2020-10-16,COMD,22251,0,PORDIC,Pordic,Pordic,COM,22251,0,PORDIC,Pordic,Pordic,#N/D,#N/D
35,2020-10-16,COMD,22367,0,TREMELOIR,Tréméloir,Tréméloir,COM,22251,0,PORDIC,Pordic,Pordic,#N/D,#N/D
35,2020-09-30,COMD,05101,0,PELVOUX,Pelvoux,Pelvoux,COM,05101,0,VALLOUISE PELVOUX,Vallouise-Pelvoux,Vallouise-Pelvoux,#N/D,#N/D
35,2020-09-30,COMD,05175,0,VALLOUISE,Vallouise,Vallouise,COM,05101,0,VALLOUISE PELVOUX,Vallouise-Pelvoux,Vallouise-Pelvoux,#N/D,#N/D
35,2020-09-25,COMD,72116,0,DISSE SOUS BALLON,Dissé-sous-Ballon,Dissé-sous-Ballon,COM,72189,0,MAROLLES LES BRAULTS,Marolles-les-Braults,Marolles-les-Braults,#N/D,#N/D
35,2020-09-25,COMD,72189,0,MAROLLES LES BRAULTS,Marolles-les-Braults,Marolles-les-Braults,COM,72189,0,MAROLLES LES BRAULTS,Marolles-les-Braults,Marolles-les-Braults,#N/D,#N/D
35,2020-09-24,COMD,74123,0,FAVERGES,Faverges,Faverges,COM,74123,0,FAVERGES SEYTHENEX,Faverges-Seythenex,Faverges-Seythenex,#N/D,#N/D
35,2020-09-24,COMD,74270,0,SEYTHENEX,Seythenex,Seythenex,COM,74123,0,FAVERGES SEYTHENEX,Faverges-Seythenex,Faverges-Seythenex,#N/D,#N/D
35,2020-09-01,COMD,35060,3,CHAPELLE DU LOU,Chapelle-du-Lou,La Chapelle-du-Lou,COM,35060,3,CHAPELLE DU LOU DU LAC,Chapelle du Lou du Lac,La Chapelle du Lou du Lac,#N/D,#N/D
35,2020-09-01,COMD,35158,2,LOU DU LAC,Lou-du-Lac,Le Lou-du-Lac,COM,35060,3,CHAPELLE DU LOU DU LAC,Chapelle du Lou du Lac,La Chapelle du Lou du Lac,#N/D,#N/D
35,2020-09-01,COMD,56138,0,MONTERREIN,Monterrein,Monterrein,COM,56165,0,PLOERMEL,Ploërmel,Ploërmel,#N/D,#N/D
34,2020-08-28,COMA,52166,0,DARDENAY,Dardenay,Dardenay,COM,52126,0,CHOILLEY DARDENAY,Choilley-Dardenay,Choilley-Dardenay,#N/D,#N/D
34,2020-08-03,COMA,79275,0,SAINT MARTIN D ENTRAIGUES,Saint-Martin-d'Entraigues,Saint-Martin-d'Entraigues,COM,79122,0,FONTENILLE SAINT MARTIN D ENTRAIGUES,Fontenille-Saint-Martin-d'Entraigues,Fontenille-Saint-Martin-d'Entraigues,#N/D,#N/D
34,2020-08-01,COMA,28097,0,CHENE CHENU,Chêne-Chenu,Chêne-Chenu,COM,28393,0,TREMBLAY LES VILLAGES,Tremblay-les-Villages,Tremblay-les-Villages,#N/D,#N/D
34,2020-08-01,COMA,28138,1,ECUBLE,Écublé,Écublé,COM,28393,0,TREMBLAY LES VILLAGES,Tremblay-les-Villages,Tremblay-les-Villages,#N/D,#N/D
34,2020-08-01,COMA,28181,0,GIRONVILLE ET NEUVILLE,Gironville-et-Neuville,Gironville-et-Neuville,COM,28393,0,TREMBLAY LES VILLAGES,Tremblay-les-Villages,Tremblay-les-Villages,#N/D,#N/D
34,2020-08-01,COMA,28328,0,SAINT CHERON DES CHAMPS,Saint-Chéron-des-Champs,Saint-Chéron-des-Champs,COM,28393,0,TREMBLAY LES VILLAGES,Tremblay-les-Villages,Tremblay-les-Villages,#N/D,#N/D
34,2020-08-01,COMA,28384,0,THEUVY ACHERES,Theuvy-Achères,Theuvy-Achères,COM,28393,0,TREMBLAY LES VILLAGES,Tremblay-les-Villages,Tremblay-les-Villages,#N/D,#N/D
70,2020-07-22,COMD,73006,1,AIME,Aime,Aime,COMD,73006,1,AIME,Aime,Aime,#N/D,#N/D
70,2020-07-22,COMD,73006,1,AIME,Aime,Aime,COMD,73148,0,LONGEFOY,Longefoy,Longefoy,#N/D,#N/D
70,2020-07-22,COMD,73006,1,AIME,Aime,Aime,COMD,73291,0,TESSENS,Tessens,Tessens,#N/D,#N/D
70,2020-07-22,COMD,73006,1,AIME,Aime,Aime,COMD,73325,0,VILLETTE,Villette,Villette,#N/D,#N/D
35,2020-07-11,COMD,28012,1,ARROU,Arrou,Arrou,COM,28012,0,COMMUNE NOUVELLE D ARROU,Commune nouvelle d'Arrou,Commune nouvelle d'Arrou,#N/D,#N/D
35,2020-07-11,COMD,28044,0,BOISGASSON,Boisgasson,Boisgasson,COM,28012,0,COMMUNE NOUVELLE D ARROU,Commune nouvelle d'Arrou,Commune nouvelle d'Arrou,#N/D,#N/D
35,2020-07-11,COMD,28093,0,CHATILLON EN DUNOIS,Châtillon-en-Dunois,Châtillon-en-Dunois,COM,28012,0,COMMUNE NOUVELLE D ARROU,Commune nouvelle d'Arrou,Commune nouvelle d'Arrou,#N/D,#N/D
35,2020-07-11,COMD,28115,0,COURTALAIN,Courtalain,Courtalain,COM,28012,0,COMMUNE NOUVELLE D ARROU,Commune nouvelle d'Arrou,Commune nouvelle d'Arrou,#N/D,#N/D
35,2020-07-11,COMD,28204,0,LANGEY,Langey,Langey,COM,28012,0,COMMUNE NOUVELLE D ARROU,Commune nouvelle d'Arrou,Commune nouvelle d'Arrou,#N/D,#N/D
35,2020-07-11,COMD,28356,0,SAINT PELLERIN,Saint-Pellerin,Saint-Pellerin,COM,28012,0,COMMUNE NOUVELLE D ARROU,Commune nouvelle d'Arrou,Commune nouvelle d'Arrou,#N/D,#N/D
34,2020-07-07,COMA,55440,0,ROSIERES DEVANT BAR,Rosières-devant-Bar,Rosières-devant-Bar,COM,55369,0,NAIVES ROSIERES,Naives-Rosières,Naives-Rosières,#N/D,#N/D
34,2020-07-06,COMA,53060,4,CHAPELLES,Chapelles,Les Chapelles,COM,53121,0,JAVRON LES CHAPELLES,Javron-les-Chapelles,Javron-les-Chapelles,#N/D,#N/D
35,2020-07-03,COMD,36093,0,LEVROUX,Levroux,Levroux,COM,36093,0,LEVROUX,Levroux,Levroux,#N/D,#N/D
35,2020-07-03,COMD,36206,0,SAINT PIERRE DE LAMPS,Saint-Pierre-de-Lamps,Saint-Pierre-de-Lamps,COM,36093,0,LEVROUX,Levroux,Levroux,#N/D,#N/D
35,2020-07-01,COMD,05053,1,EYGUIANS,Eyguians,Eyguians,COM,05053,0,GARDE COLOMBE,Garde-Colombe,Garde-Colombe,#N/D,#N/D
35,2020-07-01,COMD,05069,0,LAGRAND,Lagrand,Lagrand,COM,05053,0,GARDE COLOMBE,Garde-Colombe,Garde-Colombe,#N/D,#N/D
35,2020-07-01,COMD,05143,0,SAINT GENIS,Saint-Genis,Saint-Genis,COM,05053,0,GARDE COLOMBE,Garde-Colombe,Garde-Colombe,#N/D,#N/D
35,2020-07-01,COMD,16043,0,BIGNAC,Bignac,Bignac,COM,16148,0,GENAC BIGNAC,Genac-Bignac,Genac-Bignac,#N/D,#N/D
35,2020-07-01,COMD,16148,0,GENAC,Genac,Genac,COM,16148,0,GENAC BIGNAC,Genac-Bignac,Genac-Bignac,#N/D,#N/D
35,2020-07-01,COMD,62757,0,SAINT MARTIN AU LAERT,Saint-Martin-au-Laërt,Saint-Martin-au-Laërt,COM,62757,0,SAINT MARTIN LEZ TATINGHEM,Saint-Martin-lez-Tatinghem,Saint-Martin-lez-Tatinghem,#N/D,#N/D
35,2020-07-01,COMD,62807,0,TATINGHEM,Tatinghem,Tatinghem,COM,62757,0,SAINT MARTIN LEZ TATINGHEM,Saint-Martin-lez-Tatinghem,Saint-Martin-lez-Tatinghem,#N/D,#N/D
35,2020-06-30,COMD,27636,2,THUIT ANGER,Thuit-Anger,Le Thuit-Anger,COM,27638,2,THUIT DE L OISON,Thuit de l'Oison,Le Thuit de l'Oison,#N/D,#N/D
35,2020-06-30,COMD,27638,2,THUIT SIGNOL,Thuit-Signol,Le Thuit-Signol,COM,27638,2,THUIT DE L OISON,Thuit de l'Oison,Le Thuit de l'Oison,#N/D,#N/D
35,2020-06-30,COMD,27639,2,THUIT SIMER,Thuit-Simer,Le Thuit-Simer,COM,27638,2,THUIT DE L OISON,Thuit de l'Oison,Le Thuit de l'Oison,#N/D,#N/D
35,2020-06-15,COMD,27145,0,CHANTELOUP,Chanteloup,Chanteloup,COM,27157,0,MARBOIS,Marbois,Marbois,#N/D,#N/D
35,2020-06-15,COMD,27157,2,CHESNE,Chesne,Le Chesne,COM,27157,0,MARBOIS,Marbois,Marbois,#N/D,#N/D
35,2020-06-15,COMD,27225,4,ESSARTS,Essarts,Les Essarts,COM,27157,0,MARBOIS,Marbois,Marbois,#N/D,#N/D
35,2020-06-15,COMD,27532,0,SAINT DENIS DU BEHELAN,Saint-Denis-du-Béhélan,Saint-Denis-du-Béhélan,COM,27157,0,MARBOIS,Marbois,Marbois,#N/D,#N/D
35,2020-06-15,COMD,78551,0,SAINT GERMAIN EN LAYE,Saint-Germain-en-Laye,Saint-Germain-en-Laye,COM,78551,0,SAINT GERMAIN EN LAYE,Saint-Germain-en-Laye,Saint-Germain-en-Laye,#N/D,#N/D
35,2020-06-08,COMD,50209,0,GONNEVILLE,Gonneville,Gonneville,COM,50209,0,GONNEVILLE LE THEIL,Gonneville-Le Theil,Gonneville-Le Theil,#N/D,#N/D
35,2020-06-08,COMD,50595,2,THEIL,Theil,Le Theil,COM,50209,0,GONNEVILLE LE THEIL,Gonneville-Le Theil,Gonneville-Le Theil,#N/D,#N/D
35,2020-06-05,COMD,24178,0,FESTALEMPS,Festalemps,Festalemps,COM,24490,0,SAINT PRIVAT EN PERIGORD,Saint Privat en Périgord,Saint Privat en Périgord,#N/D,#N/D
35,2020-06-05,COMD,24368,0,SAINT ANTOINE CUMOND,Saint-Antoine-Cumond,Saint-Antoine-Cumond,COM,24490,0,SAINT PRIVAT EN PERIGORD,Saint Privat en Périgord,Saint Privat en Périgord,#N/D,#N/D
35,2020-06-05,COMD,24490,0,SAINT PRIVAT DES PRES,Saint-Privat-des-Prés,Saint-Privat-des-Prés,COM,24490,0,SAINT PRIVAT EN PERIGORD,Saint Privat en Périgord,Saint Privat en Périgord,#N/D,#N/D
35,2020-06-05,COMD,45129,0,DOUCHY,Douchy,Douchy,COM,45129,0,DOUCHY MONTCORBON,Douchy-Montcorbon,Douchy-Montcorbon,#N/D,#N/D
35,2020-06-05,COMD,45211,0,MONTCORBON,Montcorbon,Montcorbon,COM,45129,0,DOUCHY MONTCORBON,Douchy-Montcorbon,Douchy-Montcorbon,#N/D,#N/D
35,2020-06-04,COMD,18123,0,LAVERDINES,Laverdines,Laverdines,COM,18023,0,BAUGY,Baugy,Baugy,#N/D,#N/D
35,2020-06-04,COMD,18239,0,SALIGNY LE VIF,Saligny-le-Vif,Saligny-le-Vif,COM,18023,0,BAUGY,Baugy,Baugy,#N/D,#N/D
35,2020-06-03,COMD,45051,0,BRAY EN VAL,Bray-en-Val,Bray-en-Val,COM,45051,0,BRAY SAINT AIGNAN,Bray-Saint-Aignan,Bray-Saint-Aignan,#N/D,#N/D
35,2020-06-03,COMD,45267,0,SAINT AIGNAN DES GUES,Saint-Aignan-des-Gués,Saint-Aignan-des-Gués,COM,45051,0,BRAY SAINT AIGNAN,Bray-Saint-Aignan,Bray-Saint-Aignan,#N/D,#N/D
35,2020-06-02,COMD,25028,1,ATHOSE,Athose,Athose,COM,25424,4,PREMIERS SAPINS,Premiers Sapins,Les Premiers Sapins,#N/D,#N/D
35,2020-06-02,COMD,25128,0,CHASNANS,Chasnans,Chasnans,COM,25424,4,PREMIERS SAPINS,Premiers Sapins,Les Premiers Sapins,#N/D,#N/D
35,2020-06-02,COMD,25302,1,HAUTEPIERRE LE CHATELET,Hautepierre-le-Châtelet,Hautepierre-le-Châtelet,COM,25424,4,PREMIERS SAPINS,Premiers Sapins,Les Premiers Sapins,#N/D,#N/D
35,2020-06-02,COMD,25424,0,NODS,Nods,Nods,COM,25424,4,PREMIERS SAPINS,Premiers Sapins,Les Premiers Sapins,#N/D,#N/D
35,2020-06-02,COMD,25480,0,RANTECHAUX,Rantechaux,Rantechaux,COM,25424,4,PREMIERS SAPINS,Premiers Sapins,Les Premiers Sapins,#N/D,#N/D
35,2020-06-02,COMD,25585,0,VANCLANS,Vanclans,Vanclans,COM,25424,4,PREMIERS SAPINS,Premiers Sapins,Les Premiers Sapins,#N/D,#N/D
35,2020-06-02,COMD,62226,0,CLARQUES,Clarques,Clarques,COM,62691,0,SAINT AUGUSTIN,Saint-Augustin,Saint-Augustin,#N/D,#N/D
35,2020-06-02,COMD,62691,0,REBECQUES,Rebecques,Rebecques,COM,62691,0,SAINT AUGUSTIN,Saint-Augustin,Saint-Augustin,#N/D,#N/D
35,2020-06-01,COMD,14200,0,CREULLY,Creully,Creully,COM,14200,0,CREULLY SUR SEULLES,Creully sur Seulles,Creully sur Seulles,#N/D,#N/D
35,2020-06-01,COMD,14577,0,SAINT GABRIEL BRECY,Saint-Gabriel-Brécy,Saint-Gabriel-Brécy,COM,14200,0,CREULLY SUR SEULLES,Creully sur Seulles,Creully sur Seulles,#N/D,#N/D
35,2020-06-01,COMD,14757,0,VILLIERS LE SEC,Villiers-le-Sec,Villiers-le-Sec,COM,14200,0,CREULLY SUR SEULLES,Creully sur Seulles,Creully sur Seulles,#N/D,#N/D
35,2020-06-01,COMD,16046,0,BLANZAC PORCHERESSE,Blanzac-Porcheresse,Blanzac-Porcheresse,COM,16046,0,COTEAUX DU BLANZACAIS,Coteaux-du-Blanzacais,Coteaux-du-Blanzacais,#N/D,#N/D
35,2020-06-01,COMD,16115,0,CRESSAC SAINT GENIS,Cressac-Saint-Genis,Cressac-Saint-Genis,COM,16046,0,COTEAUX DU BLANZACAIS,Coteaux-du-Blanzacais,Coteaux-du-Blanzacais,#N/D,#N/D
35,2020-06-01,COMD,16332,0,SAINT LEGER,Saint-Léger,Saint-Léger,COM,16046,0,COTEAUX DU BLANZACAIS,Coteaux-du-Blanzacais,Coteaux-du-Blanzacais,#N/D,#N/D
35,2020-05-29,COMD,17103,0,CHERVETTES,Chervettes,Chervettes,COM,17457,3,DEVISE,Devise,La Devise,#N/D,#N/D
35,2020-05-29,COMD,17352,0,SAINT LAURENT DE LA BARRIERE,Saint-Laurent-de-la-Barrière,Saint-Laurent-de-la-Barrière,COM,17457,3,DEVISE,Devise,La Devise,#N/D,#N/D
35,2020-05-29,COMD,17457,0,VANDRE,Vandré,Vandré,COM,17457,3,DEVISE,Devise,La Devise,#N/D,#N/D
35,2020-05-28,COMD,27268,2,FRESNE,Fresne,Le Fresne,COM,27447,2,VAL DORE,Val-Doré,Le Val-Doré,#N/D,#N/D
35,2020-05-28,COMD,27402,2,MESNIL HARDRAY,Mesnil-Hardray,Le Mesnil-Hardray,COM,27447,2,VAL DORE,Val-Doré,Le Val-Doré,#N/D,#N/D
35,2020-05-28,COMD,72023,0,BALLON,Ballon,Ballon,COM,72023,0,BALLON SAINT MARS,Ballon-Saint Mars,Ballon-Saint Mars,#N/D,#N/D
35,2020-05-28,COMD,72301,0,SAINT MARS SOUS BALLON,Saint-Mars-sous-Ballon,Saint-Mars-sous-Ballon,COM,72023,0,BALLON SAINT MARS,Ballon-Saint Mars,Ballon-Saint Mars,#N/D,#N/D
35,2020-05-26,COMD,46025,0,BELMONTET,Belmontet,Belmontet,COM,46201,0,MONTCUQ EN QUERCY BLANC,Montcuq-en-Quercy-Blanc,Montcuq-en-Quercy-Blanc,#N/D,#N/D
35,2020-05-26,COMD,46166,0,LEBREIL,Lebreil,Lebreil,COM,46201,0,MONTCUQ EN QUERCY BLANC,Montcuq-en-Quercy-Blanc,Montcuq-en-Quercy-Blanc,#N/D,#N/D
35,2020-05-26,COMD,46201,0,MONTCUQ,Montcuq,Montcuq,COM,46201,0,MONTCUQ EN QUERCY BLANC,Montcuq-en-Quercy-Blanc,Montcuq-en-Quercy-Blanc,#N/D,#N/D
35,2020-05-26,COMD,46261,0,SAINTE CROIX,Sainte-Croix,Sainte-Croix,COM,46201,0,MONTCUQ EN QUERCY BLANC,Montcuq-en-Quercy-Blanc,Montcuq-en-Quercy-Blanc,#N/D,#N/D
35,2020-05-26,COMD,46326,0,VALPRIONDE,Valprionde,Valprionde,COM,46201,0,MONTCUQ EN QUERCY BLANC,Montcuq-en-Quercy-Blanc,Montcuq-en-Quercy-Blanc,#N/D,#N/D
